r,DD,GAFF,GAFF2
11.8625,0.857382,0.833144,0.863492
11.8875,0.800608,0.869174,0.867601
11.9125,0.847678,0.844334,0.837253
11.9375,0.860201,0.849344,0.853187
11.9625,0.819104,0.823777,0.844531
11.9875,0.857522,0.853238,0.851157
12.0125,0.828665,0.865573,0.834485
12.0375,0.839548,0.858027,0.831525
12.0625,0.858203,0.864811,0.862648
12.0875,0.84682,0.821533,0.836135
12.1125,0.868204,0.85134,0.819769
12.1375,0.860259,0.846378,0.855484
12.1625,0.83012,0.886959,0.869217
12.1875,0.84358,0.835108,0.824433
12.2125,0.864119,0.836014,0.832301
12.2375,0.886396,0.839775,0.879524
12.2625,0.867557,0.876362,0.873033
12.2875,0.836066,0.858569,0.852587
12.3125,0.865245,0.834772,0.828934
12.3375,0.858921,0.855389,0.856705
12.3625,0.846086,0.807883,0.84132
12.3875,0.890241,0.804159,0.834127
12.4125,0.892697,0.868325,0.879027
12.4375,0.880785,0.856967,0.862303
12.4625,0.854678,0.835088,0.817078
12.4875,0.863191,0.864356,0.868033
12.5125,0.883513,0.869597,0.838961
12.5375,0.88318,0.85383,0.873643
12.5625,0.871053,0.844536,0.852157
12.5875,0.860821,0.841185,0.812432
12.6125,0.856962,0.840555,0.840373
12.6375,0.90824,0.830954,0.883605
12.6625,0.893053,0.85001,0.852843
12.6875,0.878424,0.850667,0.851297
12.7125,0.83822,0.869926,0.902076
12.7375,0.869335,0.822372,0.887307
12.7625,0.883946,0.869279,0.862801
12.7875,0.910689,0.870263,0.856756
12.8125,0.898856,0.838076,0.862741
12.8375,0.821975,0.885226,0.853191
12.8625,0.857711,0.882221,0.890852
12.8875,0.897041,0.861122,0.91022
12.9125,0.87297,0.844045,0.891398
12.9375,0.860194,0.847205,0.882295
12.9625,0.878599,0.86994,0.84419
12.9875,0.896008,0.863622,0.909654
13.0125,0.897217,0.889068,0.834272
13.0375,0.91062,0.84732,0.862809
13.0625,0.900847,0.872202,0.897529
13.0875,0.909106,0.88727,0.856229
13.1125,0.888579,0.875559,0.862717
13.1375,0.880225,0.857292,0.864927
13.1625,0.887624,0.852385,0.873846
13.1875,0.927055,0.846685,0.84916
13.2125,0.928879,0.86851,0.885199
13.2375,0.873102,0.880763,0.886435
13.2625,0.905615,0.900655,0.903402
13.2875,0.88235,0.8851,0.844684
13.3125,0.874598,0.861573,0.856321
13.3375,0.860863,0.876463,0.857211
13.3625,0.880088,0.883214,0.866254
13.3875,0.893973,0.876322,0.877663
13.4125,0.883085,0.875447,0.850083
13.4375,0.9123,0.886471,0.897383
13.4625,0.924313,0.900964,0.877966
13.4875,0.910269,0.873218,0.882327
13.5125,0.896714,0.90333,0.894634
13.5375,0.882471,0.893744,0.851559
13.5625,0.874942,0.865144,0.899938
13.5875,0.884516,0.88136,0.886365
13.6125,0.896717,0.876579,0.865804
13.6375,0.841489,0.876449,0.875566
13.6625,0.89285,0.918518,0.881736
13.6875,0.91862,0.889553,0.913924
13.7125,0.917938,0.835275,0.893925
13.7375,0.902466,0.865254,0.87677
13.7625,0.858764,0.874591,0.867815
13.7875,0.878992,0.886115,0.870806
13.8125,0.924949,0.909188,0.898985
13.8375,0.876762,0.865136,0.875944
