r,DD,GAFF,GAFF2
14.0375,0.969142,0.933288,0.919156
14.0625,0.989923,0.926489,0.907732
14.0875,0.971559,0.920657,0.922399
14.1125,0.961181,0.8918,0.933022
14.1375,1.00895,0.938516,0.922575
14.1625,0.95854,0.923069,0.936328
14.1875,0.989719,0.907497,0.909671
14.2125,0.982592,0.916585,0.908756
14.2375,0.965737,0.930363,0.928991
14.2625,0.970959,0.914912,0.903529
14.2875,0.977267,0.924763,0.928824
14.3125,0.997916,0.906288,0.931207
14.3375,0.953209,0.90246,0.937382
14.3625,0.982048,0.924259,0.943284
14.3875,0.968847,0.947454,0.914843
14.4125,0.960167,0.902158,0.946293
14.4375,0.961264,0.929225,0.912499
14.4625,0.966533,0.92338,0.946373
14.4875,0.987121,0.918664,0.909286
14.5125,1.00187,0.917464,0.934829
14.5375,0.965957,0.93235,0.909149
14.5625,0.982626,0.946695,0.95081
14.5875,0.985755,0.939784,0.927624
14.6125,0.978718,0.945175,0.934599
14.6375,0.973872,0.932517,0.91097
14.6625,0.995193,0.912462,0.923519
14.6875,0.967894,0.91681,0.940465
14.7125,0.990568,0.920487,0.912993
14.7375,0.961125,0.934708,0.938339
14.7625,0.9435,0.929015,0.924376
14.7875,0.986654,0.94226,0.937696
14.8125,0.967582,0.948293,0.939996
14.8375,0.995917,0.909007,0.94081
14.8625,0.986105,0.950864,0.937022
14.8875,0.962222,0.932546,0.929301
14.9125,0.96459,0.947184,0.910641
14.9375,0.984279,0.92446,0.936726
14.9625,0.974203,0.930196,0.93401
14.9875,0.978748,0.926277,0.95183
15.0125,0.970381,0.929512,0.955412
15.0375,1.00036,0.933737,0.936949
15.0625,0.972882,0.950682,0.93953
15.0875,0.993336,0.937849,0.91718
15.1125,0.96706,0.938368,0.924644
15.1375,0.934119,0.945494,0.948349
15.1625,0.967104,0.945775,0.92397
15.1875,0.979699,0.923149,0.950309
15.2125,1.00813,0.956041,0.929659
15.2375,0.972883,0.950533,0.936935
15.2625,0.978597,0.945055,0.947127
15.2875,0.970866,0.92251,0.950147
15.3125,0.965734,0.939285,0.933284
15.3375,0.967091,0.921973,0.929069
15.3625,0.983854,0.933181,0.926829
15.3875,0.986885,0.940626,0.956723
15.4125,0.951885,0.947632,0.926453
15.4375,0.984368,0.966536,0.967171
15.4625,0.961537,0.909047,0.923363
15.4875,0.989736,0.926029,0.962858
15.5125,0.979658,0.955877,0.948837
15.5375,0.990627,0.964028,0.927455
15.5625,1.00209,0.963399,0.986909
15.5875,0.955656,0.940084,0.934226
15.6125,0.990958,0.966094,0.944097
15.6375,0.99156,0.972024,0.946359
15.6625,0.997222,0.952447,0.951233
15.6875,0.988618,0.97125,0.926849
15.7125,0.993684,0.946209,0.943882
15.7375,0.968584,0.975473,0.941258
15.7625,0.983682,0.964432,0.929183
15.7875,0.986483,0.968936,0.9538
15.8125,0.977287,0.97359,0.961296
15.8375,1.00579,0.950925,0.949809
15.8625,0.986696,0.944279,0.932527
15.8875,0.999286,0.970606,0.956989
15.9125,0.96104,0.962661,0.930499
15.9375,0.965281,0.971759,0.955168
15.9625,0.980518,0.954657,0.942952
15.9875,0.971146,0.970362,0.906279
16.0125,1.00836,0.950316,0.949658
16.0375,1.0088,0.940927,0.952614
16.0625,0.995841,0.971113,0.946256
16.0875,0.955195,0.959756,0.940468
16.1125,0.987008,0.965272,0.940215
16.1375,0.995803,0.940237,0.945801
16.1625,0.986201,0.971617,0.940759
16.1875,0.967337,0.975454,0.945245
16.2125,0.949986,0.931208,0.936369
16.2375,0.985672,0.940538,0.94188
16.2625,0.981773,0.943553,0.976637
16.2875,0.967475,0.946545,0.962519
16.3125,0.979572,0.975751,0.959398
16.3375,0.999356,0.959173,0.953874
16.3625,0.960003,0.944235,0.978682
16.3875,0.982118,0.943067,0.97072
16.4125,0.971946,0.95162,0.958353
16.4375,1.01468,0.964197,0.940767
16.4625,0.967071,0.957203,0.96938
16.4875,0.99176,0.947206,0.943549
16.5125,0.984029,0.976852,0.956418
16.5375,0.988635,0.985992,0.954876
16.5625,0.979272,0.965772,0.966448
16.5875,0.970296,0.978889,0.953485
16.6125,0.974054,0.96962,0.954793
16.6375,0.981945,0.96704,0.943432
16.6625,0.976512,0.95835,0.948075
16.6875,0.981362,0.954656,0.932324
16.7125,1.00729,0.972851,0.972119
16.7375,0.971891,0.95929,0.975799
16.7625,0.983584,0.969508,0.968625
16.7875,1.0019,0.957333,0.981446
16.8125,0.973342,0.985362,0.972495
16.8375,0.990276,0.947281,0.965544
16.8625,1.00192,0.97985,0.955874
16.8875,0.982482,0.966483,0.951591
16.9125,0.98892,0.982254,0.974083
16.9375,0.984076,0.980318,0.967353
16.9625,0.977335,0.982858,0.956813
16.9875,0.969672,0.989039,0.954478
17.0125,0.966665,0.966139,0.964736
17.0375,0.969702,0.973432,0.94809
17.0625,0.973982,0.968846,0.960515
17.0875,0.987698,0.970733,0.970179
17.1125,0.975377,0.979191,0.970337
17.1375,0.999038,0.966953,0.963427
17.1625,0.984402,0.968193,0.951389
17.1875,0.995729,0.979838,0.962824
17.2125,1.0087,0.975443,0.967186
17.2375,0.982365,0.968906,0.972605
17.2625,0.992042,0.965947,0.976288
17.2875,0.974379,0.968074,0.978402
17.3125,1.02213,0.981983,0.976347
17.3375,0.983937,0.96586,0.976754
17.3625,0.989051,0.975269,0.984954
17.3875,0.963203,0.957578,0.985325
17.4125,0.989,0.964223,0.956651
17.4375,0.986772,0.982154,0.958003
17.4625,0.991653,0.953738,0.976729
17.4875,0.966829,0.960475,0.981475
17.5125,0.988101,1.01015,0.966951
17.5375,0.972256,0.997418,0.969741
17.5625,0.991443,0.973286,0.983722
17.5875,0.979989,0.97067,0.968557
17.6125,0.987603,0.99057,0.970268
17.6375,0.988063,0.970785,0.983227
17.6625,0.992355,0.991154,0.965964
17.6875,0.973062,0.986445,0.978266
17.7125,0.993074,0.971218,0.965808
17.7375,0.994376,0.988045,0.975982
17.7625,0.987345,0.99764,0.972652
17.7875,0.979476,0.972046,0.981576
17.8125,0.992988,0.979742,0.973011
17.8375,0.992378,0.987247,0.982455
17.8625,0.99913,0.979159,0.96497
17.8875,0.994036,0.977429,0.977547
17.9125,0.96973,0.995745,0.993929
17.9375,1.00124,0.994114,0.972248
17.9625,0.982041,0.970423,0.989689
17.9875,0.996396,0.966591,0.986655
18.0125,0.983269,0.975094,0.968289
18.0375,0.985783,0.983969,0.993377
18.0625,0.990962,0.975334,0.988651
18.0875,0.98738,0.970955,0.99367
18.1125,0.999961,0.967436,0.948071
18.1375,0.998466,0.997023,0.990441
18.1625,0.966955,0.975066,0.999036
18.1875,0.99925,0.99141,0.992807
18.2125,0.984566,0.983151,0.987304
18.2375,0.991286,0.987362,0.971155
18.2625,0.985397,0.992373,0.975962
18.2875,1.0148,1.00614,0.97812
18.3125,0.986479,0.986961,0.98796
18.3375,0.986805,0.973481,0.977728
18.3625,0.985349,0.98391,0.966181
18.3875,0.986895,0.977704,0.975145
18.4125,1.01397,0.956354,0.970595
18.4375,0.965425,0.991864,0.970134
