,,Sage 2.0.0 - ABE10_averaged,Sage 2.0.0 - Espaloma_AM1BCC
observables,g(r) (chain O - water O),"[0.10701575363549301, 0.1008417977161645, 0.09255063029191214, 0.08628460021369419, 0.08056046649718707, 0.07552453203750012, 0.07030570077233281, 0.06750244538578729, 0.06455004372215109, 0.06497117775071903, 0.07137161985989834, 0.1034706965357371, 0.16924729584903098, 0.26850754216252243, 0.3755782696712611, 0.4679209256471308, 0.5218657706302845, 0.5431214956991618, 0.5351373325459953, 0.5167355111856776, 0.4869985393456915, 0.4577417724121132, 0.4313100442594117, 0.4070329426678621, 0.3859892674581064, 0.36903315185955515, 0.3573778911289588, 0.3470318528576555, 0.3402795598996483, 0.3354003295672725, 0.33408713214436714, 0.3385996825082829, 0.34360891944536753, 0.3538508859236581, 0.36241107282875185, 0.37866967384897443, 0.396774195606553, 0.4167048195728241, 0.4395904887744657, 0.46296197915023496, 0.491085404141437, 0.5189188839314717, 0.5477665407246907, 0.5748991805401127, 0.6059737091455566, 0.6371375387303191, 0.6652987851370914, 0.6983166418100069, 0.7297061990279218, 0.7610411551090729, 0.7892060432631172, 0.8110689273143102, 0.825907944497411, 0.8406485516734744, 0.8416517691693413, 0.8425985324814953, 0.8394993079312094, 0.8305428473048267, 0.8243418454896064, 0.814022028316523, 0.8054692152229911, 0.7933110048781582, 0.784722161243052, 0.7729029985074599, 0.7686830648946681, 0.7600130323075902, 0.7556840091437063, 0.7499691676206195, 0.742451173161393, 0.7380058496649805, 0.7321522147229642, 0.7291898659713008, 0.7230220375850889, 0.7206842240537087, 0.7148652457851441, 0.7085684217178148, 0.7076870429916642, 0.7008845808063768, 0.6971860603400095, 0.6933651040058968, 0.6893854027921539, 0.6864401254211919, 0.6849214252627557, 0.6823926635551508, 0.6823168541209201, 0.6809099400086295, 0.6838283911158471, 0.6830863050977719, 0.688285175682156, 0.6918391616233548, 0.6950636688172411, 0.7013481094995848, 0.7077808593371777, 0.7146204379405456, 0.7219829688500237, 0.731106231959736, 0.7387177233954347, 0.7476087463181472, 0.756128100341732, 0.7647876009360278, 0.7730568473668022, 0.78263878572572, 0.7896213003291837, 0.7985420123828554, 0.8051535698337886, 0.8132365084374132, 0.8196397406832173, 0.8237837119778924, 0.8289388369420903, 0.8334502470563836, 0.834897755728487, 0.8357378996108904, 0.8389633512455155, 0.8405769807591918, 0.8417501095792865, 0.8422791637173233, 0.8411409556683329, 0.8437858806787266, 0.8449390823580578, 0.8464901082578336, 0.8475848136365542, 0.8478243103377032, 0.8492085746990943, 0.8505498248292342, 0.8509249090993527, 0.8529263693191069, 0.8549397334285899, 0.855072689227364, 0.8571898700017617, 0.858677001805993, 0.8601134850816923, 0.8609410993820068, 0.8620891429465639, 0.8634341835843767, 0.864421371878209, 0.8665481952604674, 0.86937664104793, 0.8683901251163264, 0.8690534310774196, 0.8706644582568407, 0.871924561213649, 0.8744452058860828, 0.8746139686013281, 0.87632318973425, 0.8798897057243029, 0.8783656998859425, 0.8799683820563582, 0.8822820142111811, 0.883138101992677, 0.8842603920823675, 0.8873832910775504, 0.8888968003041031, 0.89182806403226, 0.8921962069115033, 0.8952064798897694, 0.8953130853092638, 0.8970933236003592, 0.8996496892131599, 0.9000645881270262, 0.9043753292929125, 0.9030371399042906, 0.9069007880076839, 0.9072514895910195, 0.9095666430188567, 0.9109206454915185, 0.9114686240018552, 0.9121231363608627, 0.9132805990895936, 0.9156354366394583, 0.9166565348852203, 0.9172370436388558, 0.9190298196258382, 0.9214060541123864, 0.9214294818944888, 0.9236709910859453, 0.9249304078271787, 0.926367772982799, 0.9261462288821642, 0.9287477347540916, 0.9299493032399767, 0.9325612477652757, 0.9332279191407776, 0.9345986102206408, 0.9359208719020019, 0.938272107234127, 0.9386550888170035, 0.939482086845786, 0.9409788041373106, 0.9424330452600546, 0.9429613228044662, 0.9440645612503731, 0.9442879267271381, 0.945043544154531, 0.9477794486792046, 0.9491540168061599, 0.9482430991347016, 0.9506624825888599, 0.9514441544948541, 0.951366985504581, 0.9529296964137621]","[0.16109045212825981, 0.14062102638573984, 0.1239631171580009, 0.11047182242992432, 0.09848444306320138, 0.0936668086723708, 0.08482283036674243, 0.0821243171001058, 0.08150512315327138, 0.08560984330926266, 0.11929008928550262, 0.21686890236726314, 0.3882271614170433, 0.5878087582747662, 0.7533900483716673, 0.8473674634425739, 0.8544977544007883, 0.8216853491033265, 0.7538041266042983, 0.6797028722466815, 0.6159553756560556, 0.5490415920680705, 0.5009760278723037, 0.46140510772564736, 0.42988325976589314, 0.40379317764186734, 0.3860922135524959, 0.3763971338899293, 0.36891444105838117, 0.3655903490100558, 0.36977380135477955, 0.3785460530095255, 0.38836004814326186, 0.40598872668766994, 0.4275913586211713, 0.4500144909703825, 0.47700220968795287, 0.5128328968156796, 0.5431997967602746, 0.5825905518527551, 0.6185043363363412, 0.6596848346381905, 0.6955106446317505, 0.7352648050235194, 0.7749587638497073, 0.8137797339059154, 0.8513008361976602, 0.8914249937581115, 0.9283591317344884, 0.9634693225679313, 0.9979655729070797, 1.0233710679754962, 1.0386377078604965, 1.0500534439061042, 1.0502451328803628, 1.045529564245714, 1.0366205047410026, 1.025644888396065, 1.0107316284041206, 1.0007252305957743, 0.9862955354026931, 0.9732182296308383, 0.9585456706448761, 0.9445340512725962, 0.9327824625288234, 0.9234985123807871, 0.9125877095526913, 0.8986380019151242, 0.8938390396362668, 0.8828388048531344, 0.8746628707180732, 0.8651587597637742, 0.8582473173444878, 0.8481242357111026, 0.8422630361261132, 0.8344200619928316, 0.8272942248215548, 0.8241058531268631, 0.815025396243709, 0.8127310575373352, 0.8037957546923312, 0.8030085493830379, 0.800177436026933, 0.7960136385404856, 0.7949408945731843, 0.7955064567797167, 0.7983601168077492, 0.800728390662604, 0.8036338197175618, 0.8067015424344589, 0.8145514139523549, 0.8175389577846022, 0.8271987448384293, 0.8323946323307023, 0.8428956063326575, 0.8500595493038705, 0.8580152378737873, 0.8672418314175054, 0.8760478794494121, 0.8843902562261475, 0.8934557100679724, 0.9010046979250899, 0.9066740629901687, 0.9159605859721422, 0.9226674572404637, 0.929384158622869, 0.9338854965796994, 0.9360441066075927, 0.9386027501780754, 0.9411094937221549, 0.9422499978969261, 0.9447478982705703, 0.9438713900785054, 0.9422231819649929, 0.9431597265234628, 0.940620098648054, 0.9396080114573762, 0.9387542686423802, 0.9365976449354905, 0.9373269347105108, 0.9350878870095574, 0.9342080379525228, 0.9335770742011639, 0.931256459549288, 0.9319061807469305, 0.9308769620306189, 0.9308760872247545, 0.931982836486352, 0.9335121011388814, 0.9331299237830382, 0.931418706908786, 0.9313689950898772, 0.9329525879230697, 0.9306559445931489, 0.9301550741673597, 0.9330126045597373, 0.9301811009899523, 0.9334338466997262, 0.9343136778153586, 0.931787621457545, 0.9317783887168896, 0.9343985271213706, 0.936177584483475, 0.9364790395853173, 0.9378613383581436, 0.9382252346817079, 0.9400988192427906, 0.9398232864605383, 0.9431869740773124, 0.9432232464817164, 0.9432168447614196, 0.9458035177769057, 0.9468425799704523, 0.9489853655350712, 0.949511760730944, 0.9513830812977068, 0.9516243159288273, 0.9525043653254699, 0.9544167687962078, 0.9570328297004944, 0.9569899299276843, 0.9568358392591143, 0.9595605123626664, 0.9599144727938269, 0.9602563718461897, 0.9630385265916606, 0.9614957155566871, 0.9631800734178405, 0.9644368321343232, 0.9633743319062934, 0.9651794058175338, 0.9668813860907117, 0.9676703990453694, 0.9679201968736849, 0.9689967419801611, 0.9687972880496022, 0.9690126152039474, 0.970773131021897, 0.9708658823777878, 0.9719098883782993, 0.9724353788428375, 0.9722948859292619, 0.973097292554034, 0.9733420891605435, 0.9745308659891614, 0.9755086996461114, 0.9748297549845681, 0.9755919358339327, 0.975178720213857, 0.9762388227228028, 0.976614250531769, 0.9763389434833453, 0.9757561878903053, 0.9770190405337218, 0.9782428724332861, 0.9775341374652683, 0.9769117639088895, 0.9770041945762554, 0.9778587069400224, 0.9777844853279856]"
uncertainties,g(r) (chain O - water O),"[0.002009783602370808, 0.00174668490667858, 0.0005171527239588433, 0.002001098864401019, 0.0025392130832979994, 0.0014767973808055706, 0.0013067862311784957, 0.0011525712367589079, 0.0014346904548292782, 0.0015817751114743813, 0.0018359059387253773, 0.0009595440868089758, 0.002771659018503311, 0.0031471327578875743, 0.0038749252639704917, 0.005218428665946201, 0.005616396299107934, 0.0021685510040326153, 0.00303908279502945, 0.004640984586108881, 0.003756234283342262, 0.003954085971250346, 0.004370223871805575, 0.0025926659265302797, 0.0052444274444772955, 0.004780871438573559, 0.0021746228052790324, 0.004493565262570103, 0.005139249190756361, 0.004198410301335433, 0.0038411672349200274, 0.0027707310195950875, 0.0031582784722156746, 0.003110345600795564, 0.0031125458967212437, 0.005084365320000005, 0.007362840146929219, 0.0036183248675083555, 0.004729375563717106, 0.004753313684934272, 0.004698845655029199, 0.005641780933132285, 0.006810985020181284, 0.0034028699471715046, 0.0063919601339736554, 0.005896921683966319, 0.005423660731509965, 0.004987076734301717, 0.004841806863578958, 0.009746044197317559, 0.007211639454423533, 0.008242385002511884, 0.006725835848125906, 0.007159024259616904, 0.006186873016456022, 0.006745350762415963, 0.0066069881711782515, 0.004907493991722486, 0.004554544899176564, 0.0045641054361439375, 0.006616044809920789, 0.002859510750333107, 0.004591945152772968, 0.005841152831376417, 0.005298741812216067, 0.0030059548428612703, 0.004624814080930564, 0.0027527554932100812, 0.001830402544259788, 0.002989882620552619, 0.005471445311916832, 0.006300202751068543, 0.0038642190953760164, 0.003044006682070263, 0.004183138285493863, 0.003018952089501939, 0.004366843838925758, 0.001501617489282655, 0.004022228841837383, 0.003304011953171138, 0.004871317203987831, 0.005013795306665995, 0.004236988502157943, 0.003919304595683969, 0.004563685710855005, 0.0024732284246487372, 0.003717135287269743, 0.0018520822980319107, 0.0034246392025454996, 0.0036205654341558355, 0.0052637560065699265, 0.0052754320577609115, 0.003807733111583241, 0.004580230310469089, 0.0059351144131799104, 0.003800436110494205, 0.003846872485839799, 0.0055616430688283465, 0.006059163881961289, 0.005314200498659048, 0.005871027897405192, 0.007095527013042967, 0.0062442379194745995, 0.00434753112805409, 0.003970264701307865, 0.005041215574030447, 0.004841576334273296, 0.004436271250213322, 0.00587382930439949, 0.005835899061486106, 0.00572026702880057, 0.005276769153821115, 0.006077888122048236, 0.005741300770027756, 0.0050147611794454355, 0.004539174450154916, 0.005383531647243594, 0.007547789695238542, 0.005594903121460583, 0.005901129434789752, 0.005259434282060549, 0.004380404673389911, 0.00480207466119356, 0.004504956520938431, 0.00410821264303576, 0.0065705516348643625, 0.004773258129063646, 0.00444131287496998, 0.00479606291450996, 0.00646670481906173, 0.006109944239018599, 0.004057857344842439, 0.00475085393682908, 0.004252881054719852, 0.005209762338084221, 0.004288140738453429, 0.0062892161340097254, 0.003931039156277063, 0.0061837721987740265, 0.004215036913886256, 0.005773561583343129, 0.0032617235126731125, 0.005253429752475164, 0.004328551839952344, 0.006495748235573241, 0.0042376024639840205, 0.0052455856733950685, 0.004376271608099768, 0.004449842720063651, 0.005417158733497517, 0.0041131532089506906, 0.004370903288278088, 0.00462652113780049, 0.006290819201526435, 0.004807494850333605, 0.004804691550636377, 0.003071569849545196, 0.004271538822922292, 0.00463613833348714, 0.004850050557312026, 0.005989574155275991, 0.0054525305904516855, 0.006622677502337871, 0.004652177481944922, 0.005801132649973589, 0.0044771172117012035, 0.00457004141156879, 0.0039098960289914155, 0.005456571555253534, 0.0040698567281783156, 0.0049808224259369595, 0.006792330723239867, 0.004469697287687466, 0.006181183173172868, 0.005627959694202828, 0.005480488545784954, 0.005428942758838125, 0.0052793629255128045, 0.004130230652669014, 0.004254107564041715, 0.003999414844446899, 0.005110676168065316, 0.004534328954271872, 0.004250875635832863, 0.004832278326795555, 0.004535570128912421, 0.005459574966629633, 0.004379118063483962, 0.0044533348209443505, 0.004629109651630298, 0.005488127811258051, 0.0052552499852606275, 0.005272802758780883, 0.0047112646650010435, 0.0050343677309169065, 0.005064861743258476, 0.005195620679723232, 0.004452504603033159, 0.004807704906545942, 0.004691383278824814]","[0.0024232137378315936, 0.0015034635449073346, 0.0021611232536176976, 0.0013666702472959883, 0.00282170967594187, 0.0010109394855665455, 0.0010239037950348622, 0.0014962347570587281, 0.0007683031840165832, 0.001718795401143447, 0.0013430958459975755, 0.0019126964128614724, 0.0019920649869222657, 0.00571872340981275, 0.0011952317798196992, 0.0045590628365982724, 0.003945118817295867, 0.0067025484984156395, 0.006553198703671246, 0.005527545048527262, 0.0035184810535474165, 0.0036335476670559157, 0.005542193029570333, 0.0033321727127987827, 0.0010626277785144235, 0.0038274100045297076, 0.0038076272879200013, 0.0020680863361569176, 0.0030296928316517584, 0.0011366829239699507, 0.002278243027587696, 0.005559891990366242, 0.0027563314652955875, 0.004491964667806996, 0.0032113732706610678, 0.004583110736568961, 0.0031173172880333685, 0.0018790846172643215, 0.006985686205674742, 0.004066340871606207, 0.00685726421726216, 0.004889487193224361, 0.007305356580928685, 0.005861699263715942, 0.0056678244493584265, 0.0034848405908475245, 0.005120555359918196, 0.0030553373116166257, 0.010991026880436428, 0.007862244334559648, 0.006047378289121161, 0.005866741200851963, 0.006390782010642382, 0.00807221741964996, 0.004743501161168907, 0.007048391994535928, 0.004187330319945813, 0.004318325271144819, 0.0024551937025885226, 0.004884642640870686, 0.0033645034296585904, 0.004663523991433656, 0.0022993822427062574, 0.003326440518602819, 0.004479965519721193, 0.0025640546908451433, 0.0026259387417279373, 0.003037634332404137, 0.0026164778762090093, 0.002149445160714128, 0.003093593821735317, 0.006098746742932482, 0.00406596159933914, 0.00020054756426199764, 0.0030854121897442555, 0.0025881701884331166, 0.0020906610278647376, 0.002050924185114899, 0.0016882348613060177, 0.001740663287530861, 0.002197966163588751, 0.0030222345878579623, 0.0033508801262201364, 0.002282740329724112, 0.00321007527001688, 0.0036613857993085175, 0.0029388287115714347, 0.0020692235160329002, 0.0024408717682370606, 0.0033782414935915246, 0.003511323776817266, 0.0034870851156543346, 0.0014021299850366159, 0.0031179060553774307, 0.0042331522068371616, 0.001235257551444193, 0.002830700367008035, 0.003696280546424426, 0.004374381563276056, 0.004225667310862439, 0.00353512561943335, 0.004089900758384774, 0.005348660454239342, 0.0048708476661615124, 0.005129381756611601, 0.004311043197905432, 0.003959734165151363, 0.0032578299011374813, 0.004271346902346308, 0.004885018461198869, 0.003452992313751077, 0.004341362830119323, 0.004098164578466376, 0.004223094549400395, 0.004029568014913039, 0.003184745503387232, 0.0031640133383088356, 0.00299909725268695, 0.0036235345857854786, 0.002822063875895102, 0.0024540304327438055, 0.0012775662601454533, 0.0032620463640945785, 0.003456264917767373, 0.0036445789462157033, 0.002426608766543994, 0.001659066985026791, 0.004142946952317607, 0.0032040459356226093, 0.0034743640545517843, 0.0021775903404038428, 0.002604332937044204, 0.0026702973913778714, 0.0014947291064064023, 0.0032447375343267653, 0.0015057177277926761, 0.0034883292439010583, 0.0027099030177389787, 0.002384151070825129, 0.0043654865208805895, 0.0020060968533019592, 0.00274779671979357, 0.0031036215478741354, 0.004781714690153022, 0.0019005750502164296, 0.002774455542105134, 0.0024673651211851028, 0.0028015797092606743, 0.0025398698733983555, 0.0017741756740033577, 0.003829123171082022, 0.0020497718760327747, 0.0017322282008429446, 0.005318268077517819, 0.0032106556258694706, 0.004791758835324945, 0.004141405425549438, 0.002761093820717742, 0.0006447837368788469, 0.0032631939420454358, 0.003870562662442722, 0.0027154612131802132, 0.0019244555097641665, 0.0028674097071183374, 0.002114027953518202, 0.0033585466766185355, 0.003506298809105076, 0.0030238248013592724, 0.0034576035378959934, 0.003978730553342307, 0.002971196655981658, 0.0037091502916037494, 0.003936055758688793, 0.0023140587988834736, 0.003689485499964229, 0.0024996993449164333, 0.002792077436124897, 0.0026018341433555257, 0.002993528187978116, 0.0028387051961654953, 0.003792426505760121, 0.002269500419849968, 0.0028413902648484683, 0.0033739327585651816, 0.0035730051706799578, 0.0019444341902517814, 0.003468172101431541, 0.0012316526125790606, 0.002478421246216649, 0.0031997196476336283, 0.002300647942954379, 0.0030336755128505736, 0.002094215948523013, 0.002741802775291282, 0.0020997977925016997, 0.0036832777475397814, 0.004387091449389376, 0.0022559206419299565, 0.003351167003370354, 0.003296070955868503]"
