,,Sage 2.0.0 - ABE10_averaged,Sage 2.0.0 - Espaloma_AM1BCC
observables,g(r) (chain O - water O),"[0.17436528925242267, 0.13784594732850775, 0.10781932271986766, 0.08478803664058564, 0.0666954973777005, 0.054193902113194074, 0.0439709678215946, 0.03757715420409183, 0.032284289297738876, 0.037893362049153154, 0.08485367601245233, 0.22990165729946038, 0.47455030240771323, 0.7300767759446088, 0.8991420674244105, 0.9407322202866955, 0.8824875880694105, 0.7692773468532614, 0.649624779293579, 0.5468596846003749, 0.4687419551462212, 0.4058803136650966, 0.36077900478713765, 0.3217948585939988, 0.29374991866482214, 0.27431144435821314, 0.25671876666352283, 0.24639753394446226, 0.23985124345932243, 0.23970650644129415, 0.23859181229297882, 0.2388534448447317, 0.2441494757654277, 0.25054704462490923, 0.26340616483563933, 0.27251525011511313, 0.28040212768763617, 0.2896737250149202, 0.30405831507168457, 0.3122918433826958, 0.3244720296066688, 0.33492939699141966, 0.34832895029345134, 0.35544713892515556, 0.36498123393852644, 0.3743590124840038, 0.3818206541948397, 0.3880304193701548, 0.39740677232683785, 0.40258823354801193, 0.4099964213134494, 0.4121274144402317, 0.4223504341460792, 0.43467092717918404, 0.4451427470551822, 0.45998486325775645, 0.4755746390577635, 0.4933822004432193, 0.5050732939830268, 0.5101277282055802, 0.5157547701406218, 0.5117408583895127, 0.5072798932353436, 0.5020341651220999, 0.4982913832777657, 0.4920217997909143, 0.4879814752703823, 0.4849364367897483, 0.4808369586593562, 0.4791674014162724, 0.47669076987237535, 0.47599097481241215, 0.47253470467296405, 0.4738031658944949, 0.4756606323269836, 0.4783126338151674, 0.4800430948082249, 0.4836560439419295, 0.49017212247856967, 0.4963171331646379, 0.5038904410534217, 0.5096750609045242, 0.5178068200717788, 0.5280787523456103, 0.5392849191541131, 0.5499952356564803, 0.5624169969881536, 0.5747884373251579, 0.5877933852325571, 0.5996849536999701, 0.6121006546123152, 0.6244495146581256, 0.637312674913706, 0.6482184400975936, 0.6590372564146005, 0.6684059829017812, 0.6777111078854906, 0.6851118972391979, 0.6946529090350907, 0.6983555929452013, 0.704267282421875, 0.7107637070966235, 0.7156524747557813, 0.7186364409475725, 0.719515886124634, 0.7229974325269786, 0.7268617099523589, 0.7249188832122485, 0.725729971394017, 0.7274444546623675, 0.7255707274290353, 0.724142583314507, 0.7215046770326807, 0.7184322051409564, 0.717179609823903, 0.7171204726233187, 0.7119785548588287, 0.7134222806536271, 0.7106562533927259, 0.7094765844921852, 0.710467149032963, 0.7071541232649982, 0.706086179455148, 0.705138106538333, 0.7059460848919826, 0.7080184790217964, 0.7062749512112751, 0.7068839178812365, 0.7093602321042456, 0.7111535692894866, 0.7116712991442096, 0.7147765434313346, 0.7157457611670123, 0.7179704004324925, 0.7221186197254275, 0.7247434153078864, 0.7288716013029639, 0.7321809077803033, 0.7343851018935714, 0.7386582548105989, 0.7450341965010254, 0.7463738873782577, 0.7524335453521364, 0.7558988306409625, 0.7609719743760489, 0.7647358961449738, 0.7689391181080962, 0.7738997800539194, 0.7784650113144542, 0.7826697404300766, 0.7868315646633595, 0.7919866677069174, 0.7931300775914196, 0.7992623617469328, 0.8019874792016646, 0.8060302407525456, 0.8088331525079844, 0.8130341366245648, 0.8156999257623061, 0.8182681544438775, 0.8212677155222269, 0.8242515832186024, 0.8262142457143434, 0.8280860855040062, 0.8299771237355845, 0.83113485790212, 0.8331398137409889, 0.8347872457658414, 0.8366671082720338, 0.8397859646739738, 0.8403512008403411, 0.8431585712538863, 0.8431931539445254, 0.8463727265468446, 0.8470337292544442, 0.8494068919332294, 0.8499782588088458, 0.8530505004092526, 0.8543357825917146, 0.8562008907225648, 0.8558200979670437, 0.8596042278379645, 0.8597405331339562, 0.8616564781196122, 0.8631518772994174, 0.864356539767477, 0.8674734328955496, 0.8684113832219059, 0.8698876816868213, 0.8720444840230182, 0.8726900183447115, 0.8748530376595327, 0.8756400175003973, 0.8775585926221796, 0.8798163557244743, 0.8817464767393417, 0.8842149342674247, 0.8849098055250051, 0.8850486402145761, 0.887665797974812]","[0.1718638648622252, 0.12963097812679297, 0.09352429646683565, 0.07060070032002345, 0.054656747256196805, 0.04298599869692585, 0.03382875740159422, 0.028437571843378022, 0.0278784387960605, 0.059344445042838596, 0.2049081646997129, 0.5425939573922935, 0.9751259052532026, 1.2753203945805405, 1.3671546067885778, 1.26511962795894, 1.0595618965602087, 0.8480812396542977, 0.6781104585492388, 0.5496678385898046, 0.4609146372625297, 0.3985675927892251, 0.3478845673322196, 0.31037401798113423, 0.27939000292158367, 0.25790500279198203, 0.23881874622029992, 0.23191134703361, 0.22959903326363543, 0.23171752012277308, 0.2343503066285086, 0.2436278237091703, 0.25312656708805303, 0.26711914392751035, 0.28068955772575654, 0.2945935394987417, 0.3143518476503795, 0.32742269881774233, 0.34435309316770235, 0.36074105798957057, 0.3764139540103882, 0.3919785184209812, 0.40378003510686533, 0.4178930646067044, 0.4312131820112003, 0.44219659217214813, 0.45308609236121844, 0.4606843171994696, 0.472026915914022, 0.47683542102266796, 0.48476183242011983, 0.4965534585662526, 0.5115005788824262, 0.5303966074951324, 0.5461849522682549, 0.5755294920227776, 0.5952960493005446, 0.6087935063195845, 0.609632917247405, 0.6051394695292649, 0.5915186195535099, 0.5813048530018582, 0.5657597225727636, 0.5561834589696266, 0.5446947913360554, 0.5366948786284669, 0.5314881159065583, 0.5279321338684768, 0.5229596938713791, 0.518786621875776, 0.5172066572798352, 0.5154366075403018, 0.5165754302270773, 0.5168296571392774, 0.5167543569320303, 0.5192838992524796, 0.5249426754475535, 0.5296367082155002, 0.5369184879659394, 0.5448140185807462, 0.5524726547110854, 0.5628396976528368, 0.572141380588653, 0.584157704921543, 0.5984760497099127, 0.6124196148296807, 0.6252373286914363, 0.6405268453110913, 0.6527076854120271, 0.667999769966185, 0.6804154237722372, 0.6906586407667995, 0.7018399035273887, 0.7132293223930246, 0.7259123612745937, 0.7326602007600943, 0.7413518509232341, 0.7487434063861624, 0.7542081616280748, 0.7600229939100807, 0.7654023275918774, 0.7719295612871764, 0.7738429332244603, 0.7787665074775016, 0.7790442140425748, 0.7809535483923079, 0.7820578648820382, 0.7812910457036933, 0.7817978449788737, 0.7807343901022675, 0.7778017231196024, 0.7771904781590098, 0.7728311296961906, 0.7694672260321713, 0.7722746587131903, 0.7662483859916079, 0.7650599525917909, 0.7595310064103962, 0.7590250110340571, 0.7574879036355459, 0.7559336479236224, 0.7555069549796652, 0.7531036686937053, 0.7524892374162253, 0.7512844379137046, 0.7515180792268419, 0.752535183126502, 0.7512672574334002, 0.7516381877624366, 0.7538692094351518, 0.7559311206882313, 0.7590165292211586, 0.7605650502985041, 0.7640606019722748, 0.7680356298919447, 0.7692310761002841, 0.7740716611153713, 0.7774681769863807, 0.7810980745925133, 0.7860533100783171, 0.7926054674521563, 0.7968365809573353, 0.7990571951715268, 0.8064719902423475, 0.8083236766846884, 0.8122517314768826, 0.8201517886463288, 0.8225131714493052, 0.8257299116459558, 0.8284401537371281, 0.8342298545720721, 0.8391538839919872, 0.8415341614548051, 0.8453245732047183, 0.8480698077843134, 0.8497663123853672, 0.8529029161659716, 0.857003497516339, 0.8606546902335638, 0.8612286856719343, 0.8630739324489464, 0.864487855347752, 0.8678493442813089, 0.8691556888821123, 0.8699120394050422, 0.871604627046636, 0.8725893662734051, 0.8766308407399739, 0.8755472904278033, 0.8780090912035463, 0.8791691678215021, 0.8789801673380943, 0.8806192701834132, 0.8840419857558829, 0.884158034204703, 0.8848009742121759, 0.8862554760645255, 0.8890505066660042, 0.888154343277952, 0.8917912888651462, 0.8922951584670543, 0.8932645683306789, 0.8938433336825817, 0.8972511391719322, 0.8969237117420603, 0.8984261128657931, 0.9018453716672965, 0.9026511824266356, 0.902224461080875, 0.9027030243519729, 0.9060374218959371, 0.9076724708213093, 0.9098615307011659, 0.9090489692397447, 0.9116424792954615, 0.9114515927821344, 0.9123874733152328, 0.9138454894121235, 0.9157013405594525, 0.9162025148669434]"
observables,g(r) (chain N - water O),"[0.0004743984998283, 0.0007187991330955749, 0.000920355011052025, 0.001028086987706025, 0.00148251475024885, 0.001913511320434775, 0.001881183337946625, 0.0027591062450415, 0.0036238713748585247, 0.00472041792126535, 0.00490980069078505, 0.006401317851066475, 0.009239668009048276, 0.01578069662305045, 0.03898810575999315, 0.09084291839114769, 0.1682979935346515, 0.24815618133063833, 0.30618226181625374, 0.33074347729113973, 0.33042707341984584, 0.31643908991678515, 0.297402864203205, 0.28176790245087546, 0.27118511694329683, 0.26076565283065234, 0.2609819617074749, 0.2548125872026331, 0.2556963766262459, 0.2580354963384847, 0.2607954297947359, 0.26453626137180414, 0.2675945418011886, 0.2731620357775204, 0.2766171571395334, 0.28597411908525955, 0.2909913756168999, 0.30328898554279216, 0.3179779065757478, 0.3319523191122252, 0.3455030531986119, 0.36055411930940007, 0.37420950201800646, 0.38724069445568166, 0.39957822081028294, 0.41082249398786974, 0.41766368736957354, 0.42815942552202946, 0.44119035997829126, 0.45293686136689887, 0.46562089907585635, 0.4810221364344839, 0.49581170187248086, 0.5109752403567955, 0.526990179478629, 0.5416823033278206, 0.5573304671484246, 0.5753752956121854, 0.5837475977485795, 0.5919868856879138, 0.5973101398941046, 0.6031270172446284, 0.6086175807851869, 0.6138719833478378, 0.6205246336990587, 0.6328412239416368, 0.6421581851225635, 0.6541480716462532, 0.6603022363895856, 0.6693054530079033, 0.6760826813182764, 0.6798684492965495, 0.6846546811907488, 0.6847598787091771, 0.6867506463234355, 0.6866433488206125, 0.6860329387512479, 0.6813355499681669, 0.676966801242055, 0.6715029595430383, 0.6630533865928945, 0.6560880017082982, 0.6478541376301454, 0.6415574256566562, 0.6351336850414165, 0.6290377612945652, 0.6223122252270978, 0.6155228969472208, 0.613436849839434, 0.6121395236714907, 0.6106962490361099, 0.6066573163588084, 0.6067321786317689, 0.6059878564706739, 0.6048869744470552, 0.6091394220206507, 0.6109395549052389, 0.6109829176177239, 0.6128903819217817, 0.6144107656053079, 0.616458324197437, 0.619285756721782, 0.6217874178051609, 0.624655809848505, 0.6281937164624662, 0.6301055168168714, 0.6350742695910849, 0.6394605206125862, 0.6437041684685536, 0.6477548653583396, 0.6513075620880493, 0.6607951424774016, 0.6660684199561873, 0.6699341104443192, 0.6755930438199091, 0.6845003918369994, 0.6903832634379776, 0.6954853263383071, 0.7010759149341484, 0.7077882595289667, 0.7133200977945386, 0.721031583403279, 0.725530415449702, 0.7326876717850404, 0.7377408480715713, 0.7413930328111569, 0.7466437883918288, 0.7511926198598375, 0.7538253676142088, 0.7581950646429049, 0.760583630095166, 0.7617761051477353, 0.7650604097541772, 0.7672718183754779, 0.7692538785383298, 0.7735004759241761, 0.772293140552489, 0.7739863785143964, 0.776191021040771, 0.7763021066983837, 0.7772482558990953, 0.7781338087591212, 0.7785471555192672, 0.7812549355443704, 0.7814392799410962, 0.7826670060391857, 0.7822325914714123, 0.7865276548831097, 0.7853556284619996, 0.7876133115241603, 0.7897952615258289, 0.791450224259338, 0.7917926692149571, 0.7937178886314616, 0.7958938132191073, 0.7983673023142946, 0.7989622796843998, 0.8001762234233699, 0.8030862550271443, 0.8066311253701247, 0.8086860335335883, 0.8096270853589216, 0.8137125258913219, 0.8165603935936692, 0.8183776610713739, 0.820028329399345, 0.822417793243757, 0.8257740964401215, 0.8276996671228607, 0.830303055500575, 0.8325377960768574, 0.8360100290578336, 0.8388598624481904, 0.8427620659028315, 0.8426384993039604, 0.8461691432179097, 0.8476495215815856, 0.851825042216974, 0.8540921775525282, 0.8562141133052975, 0.8575516107069805, 0.859237907256732, 0.8640267256031026, 0.8639422582743932, 0.8661641445352656, 0.8675425873289045, 0.8686083219504563, 0.8690483180757694, 0.8725813009902643, 0.8764700872218735, 0.8759522212509221, 0.8800097368212934, 0.8792285203984378, 0.8828173955579665, 0.8830015105517806, 0.8857388862042223, 0.88694564719493, 0.8873603504993905, 0.8888003121128384, 0.8905147680689207]","[0.00034502574676875, 0.0005750388421293, 0.000802878311156975, 0.001252370213418975, 0.0014825255310354, 0.0017768470166053252, 0.0025354751917713, 0.00307262244674535, 0.004014824085279549, 0.004446110246062825, 0.0064908895535483995, 0.008015045386798725, 0.01221693410863475, 0.028224904205417026, 0.0830370905545454, 0.19312350623323202, 0.33303977633111176, 0.436017122778294, 0.48121682799709903, 0.4661024402082029, 0.4317689592472865, 0.388270911320864, 0.35403284030903415, 0.33214611962139545, 0.31469916889505756, 0.3040740044571306, 0.30399781733622694, 0.30008007357114086, 0.3033982530830165, 0.3058613514871269, 0.3076226610571011, 0.31070593014103515, 0.3171568172222342, 0.3259349907132945, 0.33402441325167814, 0.34808242685452156, 0.36202700863804116, 0.3779274285424804, 0.3988080809315595, 0.42098166944857096, 0.439081125035911, 0.4550605368060951, 0.46242704024749826, 0.4703898572705275, 0.47224531544204745, 0.4763663897846004, 0.4790344954911124, 0.4827997712679376, 0.4920240444611832, 0.4974525605672734, 0.5112782320691341, 0.5252098995310457, 0.5428110810151446, 0.56096792510424, 0.5813291406820498, 0.5975964680861822, 0.6218460317077379, 0.6423290164108799, 0.6495927527400116, 0.6536218390437908, 0.6540015872931504, 0.6602556340238135, 0.6651279824853941, 0.672640730701122, 0.6853715250035451, 0.6954601905122844, 0.7050340736551743, 0.7195702692247704, 0.7259273483373989, 0.7367049665043881, 0.7435485556533541, 0.7471678774277632, 0.7522553979333684, 0.7559742792227749, 0.7556904046330202, 0.7564180372276059, 0.7531687304074077, 0.7466773544942822, 0.7430908595927812, 0.7366102672622589, 0.7308286449069197, 0.7219016714632129, 0.7147024245802474, 0.7067504600845711, 0.699755896165533, 0.6925466830942096, 0.6866669607804693, 0.6832370584762446, 0.6780123219924531, 0.6751115576259132, 0.6719452234923327, 0.6714348408017558, 0.6702139222030683, 0.6690953579046072, 0.6715941261248767, 0.6714191597762502, 0.6715619682693221, 0.6723487639804111, 0.6721876704042238, 0.6737754924097721, 0.6741584175146365, 0.6765000367859444, 0.6774365958320969, 0.6797426843695591, 0.6818881145034599, 0.6850995326087217, 0.6887593756591057, 0.6907557138288942, 0.6955122870283581, 0.7004578253021141, 0.7062062220340604, 0.711721105913763, 0.7162239634076836, 0.7226866095679403, 0.7283009429892331, 0.7346861264283047, 0.7428220206892796, 0.7469599327782628, 0.7526424595734642, 0.7590545762307312, 0.7670652619311438, 0.7714199819102929, 0.77482110956302, 0.7816850960580257, 0.7840061684256256, 0.790065062635886, 0.7954995429805672, 0.7963880424335817, 0.8004924601799766, 0.8030186877629962, 0.8055189497976247, 0.8087230091894755, 0.8099918217320146, 0.8108156955237629, 0.8143601007931586, 0.8128812303462998, 0.813028789438657, 0.8155102038041294, 0.8148254385756192, 0.8159136932666667, 0.8152469689268855, 0.8149791935641538, 0.8174342022595518, 0.8189849730709229, 0.8190824017633381, 0.8187624447245243, 0.8197052095723569, 0.8205981296692267, 0.8228386899067924, 0.8222459930209849, 0.8267752141793022, 0.8274103071447528, 0.8284366454688838, 0.8309482422753691, 0.8313879908613847, 0.8337961879047376, 0.8387612249543239, 0.8380606660554281, 0.8402972004937301, 0.8436246750390874, 0.8455905406110413, 0.8479685254783076, 0.8508786024149801, 0.8532961414483101, 0.8555282102474784, 0.8580591469658807, 0.8624046973989795, 0.8644929182429096, 0.866831337378866, 0.8684001892743786, 0.8712470396810096, 0.8743757941045995, 0.8770733814012954, 0.8781871140350453, 0.8807808578149028, 0.8839120947710536, 0.8844526088518859, 0.8865957103544786, 0.8897830609372763, 0.8912290218172005, 0.8934926822828835, 0.8951455193968529, 0.8969313609125313, 0.8991296821291404, 0.9003954827681174, 0.901279383891957, 0.9038986936385907, 0.9050172559194718, 0.907460549038333, 0.9063577256907717, 0.9088374197668994, 0.9100980453230665, 0.9118015658286719, 0.9133495152812042, 0.9144296152382932, 0.9147202925875331, 0.914035535451135, 0.9168966979639988, 0.9181476135766404, 0.9177331397492982]"
uncertainties,g(r) (chain O - water O),"[0.005721841297796561, 0.004845951523697604, 0.004873952753014343, 0.005166758919915897, 0.0051786665674894905, 0.0020737602896933553, 0.003069753044960557, 0.0014236955604614038, 0.001911258690337967, 0.0015493505218355374, 0.005508160310136382, 0.005232500947759383, 0.017418692131001234, 0.024506212791768595, 0.034721294550997685, 0.03404853876506978, 0.023103365730679948, 0.018511419282800822, 0.017978898051674547, 0.017260434105884955, 0.0137907528832863, 0.01124502985933824, 0.015094732421090697, 0.010319963465495054, 0.00926574982873688, 0.011810777802395922, 0.013019206147456719, 0.01136841649238785, 0.01349003943485094, 0.012500222380930423, 0.011555585324556531, 0.00935085933232867, 0.013195419893417163, 0.010703981315119616, 0.014433770977002209, 0.013502466756737797, 0.014119838798901675, 0.011594606783216456, 0.009763300137747804, 0.013720784786096741, 0.014209151166005584, 0.013142207760631706, 0.013063489684860952, 0.013419319176151285, 0.01706780540516749, 0.012647459487830963, 0.012564817493640886, 0.011533056372464504, 0.013524933948848466, 0.015080984364103777, 0.014007908604268588, 0.011436043790183889, 0.01288434446742573, 0.016565610355000582, 0.013750883735162882, 0.014538449562899637, 0.015734614991765147, 0.014501962559917845, 0.01612070328727826, 0.013598539520500955, 0.017127360598320984, 0.016033333506526033, 0.015398381910503064, 0.014013290093787151, 0.010781822606532286, 0.013731619229860551, 0.012428556743576189, 0.011052173769248283, 0.012439163878182932, 0.009520798422097814, 0.011421054842673353, 0.010107452543791104, 0.010868540324162948, 0.008122283580454788, 0.01002122645087762, 0.011291665381736503, 0.008439673420969832, 0.00831388018266226, 0.007948884670494162, 0.006866755014014007, 0.006301414162126974, 0.00892633597938034, 0.009560873099217581, 0.011125639998268592, 0.011339760009180145, 0.009538601225988428, 0.010788124017824583, 0.01094055534308771, 0.012455986588721567, 0.01385063017151841, 0.013809702455296608, 0.013339469738954767, 0.013572871754733757, 0.014550468433335486, 0.013923929837430918, 0.014983867512871202, 0.015645008642764094, 0.011678549359612033, 0.015291619620156415, 0.01529012139227584, 0.013611313693352915, 0.014259374407580643, 0.014452367696106501, 0.01117460060753364, 0.012897160453299186, 0.014139464511133, 0.01346799277081015, 0.011947057107855947, 0.012992972052687143, 0.011296412827136856, 0.012516237243289432, 0.013083170403263974, 0.0108281117179641, 0.011617033858596986, 0.009793609363866557, 0.011586170059688256, 0.011663792807956775, 0.009579639828504245, 0.011368337691110918, 0.012105787035081876, 0.012551738016259468, 0.012793154309132205, 0.01024893831013302, 0.01239499044349602, 0.0120009102459005, 0.012615127845919689, 0.011310374554170277, 0.0096514480774081, 0.011651141312101805, 0.011755196523363884, 0.012567817929878645, 0.009708804782697568, 0.01082575848863146, 0.011542871682353286, 0.013624060614413807, 0.01410624194060922, 0.013336076167324093, 0.012522803129227109, 0.013157576630418848, 0.013516246408213037, 0.014369085067661597, 0.012610860662589181, 0.01356887790441547, 0.013480743911554982, 0.012534127234394801, 0.014328250054468993, 0.011441277987768703, 0.014321289466186528, 0.013055248721219203, 0.015503498045228992, 0.015395004067174284, 0.013657642836970697, 0.013948496663284368, 0.013191356182084864, 0.013445674034680385, 0.013395984653119286, 0.014437753420560443, 0.013712083137261008, 0.012211378570953927, 0.012077670860004852, 0.013563924949518816, 0.012343550299981703, 0.01212487934810626, 0.011651183390288153, 0.01283587350569284, 0.01161802075980315, 0.010994508986707757, 0.012010469945212253, 0.011734772804989746, 0.008597384687873914, 0.008990949887296243, 0.011068413610540931, 0.01085822957144413, 0.010329673375032692, 0.01120706457718309, 0.008672413736554918, 0.00859462678259717, 0.010040283396921408, 0.009103422724303211, 0.010529420475092253, 0.00886761737070613, 0.00880139458823085, 0.010563578184480548, 0.008632105225652362, 0.008666808509565253, 0.009596203686670234, 0.008528820464166142, 0.008938905525570574, 0.010036074956767754, 0.008312896721443324, 0.008786470078843518, 0.009740678859214778, 0.008933806854674481, 0.008009064122496815, 0.009126604629687852, 0.009201707641551087, 0.008722008595564693, 0.009061681311645087, 0.008503593643885702, 0.008217777455606113]","[0.003249195413848774, 0.004452145851220612, 0.005236208686971904, 0.004736147389811781, 0.003780839105468179, 0.001564825338018324, 0.0006338843711449764, 0.0013669231143522754, 0.0013740785459326144, 0.002366881354018444, 0.005962955634988956, 0.012126724869442537, 0.01820802434973912, 0.02158987678919314, 0.0295815633800528, 0.02127045792849644, 0.018864458358166622, 0.019103241699449144, 0.016530605138890608, 0.017586199532060632, 0.014179528924861637, 0.014263709403648132, 0.012396057343645541, 0.0146352476496931, 0.012625198599313768, 0.013382566109376548, 0.01711573749684058, 0.01321841051621216, 0.0166576096756616, 0.014557605703162115, 0.019726112736905832, 0.01717389615766194, 0.016097198736493942, 0.018647650094765367, 0.015800353936735165, 0.01662224021670196, 0.01683339354570493, 0.015019532542186445, 0.0162998952014356, 0.017879356996030975, 0.016348255123792045, 0.018295107626609658, 0.01497460757684512, 0.015956089540849653, 0.016235527333929703, 0.017146281948504438, 0.015950218396789503, 0.01747566179345049, 0.016241619162457855, 0.01713126269386498, 0.017071845918300618, 0.019288842401507186, 0.016833101094523562, 0.019023793911138828, 0.01982631649025006, 0.0222440213304404, 0.02375363641324001, 0.02290493303591955, 0.02142599273646215, 0.020020375801419223, 0.021829172953341146, 0.015011238126112004, 0.014239380461232283, 0.016735335255642456, 0.015215517271333832, 0.014698011681559675, 0.014412562411074718, 0.01605717571823222, 0.01716729861326563, 0.017964370561429337, 0.017150698989921696, 0.01867359417991986, 0.01564041410612776, 0.016142482996547216, 0.01714872307898597, 0.019090814107897786, 0.016869139835704455, 0.01604380032225306, 0.01861048855803927, 0.017121272285745524, 0.01614413675058992, 0.019348736775334573, 0.019599041510075337, 0.019017205704782353, 0.020189577593988737, 0.0207979376655504, 0.021404111458791647, 0.021664355832150983, 0.023109515462281648, 0.02174830153862476, 0.02337896832273023, 0.02352288104062804, 0.021965880412318232, 0.024025762737751463, 0.025301846272474133, 0.023047212302790755, 0.025480328790983515, 0.024873126681095935, 0.025743251928445086, 0.025903151944676104, 0.02616749300177418, 0.025795502729847552, 0.023313753735500955, 0.025578041406623238, 0.02303666595678935, 0.023496085659050876, 0.023288850076291463, 0.02314206280185278, 0.02449682644927498, 0.02377561439529891, 0.02260132439259153, 0.024002465869987454, 0.024701696931996055, 0.023606773222414414, 0.022562265501873055, 0.024279917858213228, 0.023674781556868096, 0.02497826562512003, 0.02279024287684008, 0.02406845765213093, 0.022724793888663244, 0.022352278252331284, 0.022979164272909382, 0.022255903950043593, 0.022124089058507972, 0.021171425428695236, 0.02351683826570642, 0.02202894136852384, 0.02442515102290898, 0.0236292106392465, 0.0230476903720648, 0.024253614886293694, 0.024543708451309966, 0.02376534732411924, 0.023541207637818955, 0.023384915676666843, 0.025974850974938055, 0.026168317793801306, 0.026469579664056393, 0.025076324244933126, 0.025382851369538884, 0.026556046086974157, 0.026175864390601346, 0.02680453943186888, 0.027248801229601247, 0.02824259633560011, 0.02777094908480355, 0.027186267757254794, 0.02764780162678686, 0.027000705690924394, 0.02922798658126177, 0.027240999111467577, 0.02687705599772772, 0.026515908493326138, 0.027583661886318823, 0.0250982567517893, 0.025078619740554198, 0.02613871105606313, 0.027242683641294656, 0.02664641449552522, 0.02460480477990968, 0.0256488693977574, 0.0239204417140583, 0.023653367068366595, 0.024098804879094108, 0.02491165275944609, 0.02419551898971215, 0.023618200161607178, 0.023827157064682924, 0.023176306410785778, 0.023247614210307285, 0.02310850561473177, 0.02268976310547143, 0.02079252400508695, 0.02236149734807284, 0.021327186289348203, 0.021299551706584187, 0.022676818947913055, 0.019522300145751643, 0.019489537898975697, 0.01974634290935644, 0.019721840789587813, 0.02126629982922714, 0.020223880354262543, 0.02026916456027416, 0.02070953841235618, 0.019222395947850187, 0.019258434823967826, 0.02077763229060741, 0.018005075918022893, 0.019805221806505832, 0.019068768778442866, 0.01886569510680439, 0.0201737385241997, 0.018320453405284938, 0.019445290297885855, 0.017092842608768723, 0.01872241357956049, 0.01937622303996667, 0.01753244029041296]"
