,Sage 2.0.0 - ABE10_averaged,Sage 2.0.0 - Espaloma_AM1BCC
"Radius of Gyration (Rg, nm)",0.9624266626387362,1.2176542855411845
"Solvent Accessible Surface Area (SASA, nm**2)",29.55547742095,35.5684047896
"Relative Shape Anisotropy (K2, dimensionless)",0.16060824876571583,0.3283431927101149
