,Sage 2.0.0 - ABE10_averaged,Sage 2.0.0 - Espaloma_AM1BCC
"Radius of Gyration (Rg, nm)",0.013808410712535104,0.06218834108411566
"Solvent Accessible Surface Area (SASA, nm**2)",0.5319443016942018,1.0121759244568758
"Relative Shape Anisotropy (K2, dimensionless)",0.016428370231554575,0.04637874125136986
