,Sage 2.0.0 - ABE10_averaged,Sage 2.0.0 - Espaloma_AM1BCC
"Radius of Gyration (Rg, nm)",0.9661268049421574,1.424804578769285
"Solvent Accessible Surface Area (SASA, nm**2)",27.39298755395,35.604892424300004
"Relative Shape Anisotropy (K2, dimensionless)",0.174819132144693,0.4357019784186043
