,Sage 2.0.0 - ABE10_averaged,Sage 2.0.0 - Espaloma_AM1BCC
"Radius of Gyration (Rg, nm)",0.9360938992901868,1.367300568824291
"Solvent Accessible Surface Area (SASA, nm**2)",22.311511008900002,29.510579001449997
"Relative Shape Anisotropy (K2, dimensionless)",0.23992430925126662,0.4131193503109806
